Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
273,Catch Me If You Can,352114312,164615351,187498961,2002.csv,2002,0.4675054247723961,0.5324945752276039
274,Now You See Me,351723989,117723989,234000000,2013.csv,2013,0.3347056006464205,0.6652943993535795
275,Hannibal,351692268,165092268,186600000,2001.csv,2001,0.46942251229702897,0.5305774877029711
276,Peter Rabbit,351266433,115253424,236013009,2018.csv,2018,0.3281082767165515,0.6718917232834485
277,Titanic 2012 3D Release,350449521,57884114,292565407,2012.csv,2012,0.16517104613191924,0.8348289538680808
278,Dinosaur,349822765,137748063,212074702,2000.csv,2000,0.39376529140406286,0.6062347085959372
279,Mary Poppins Returns,349537494,171958438,177579056,2018.csv,2018,0.4919599211865952,0.5080400788134047
280,The Lorax,348840316,214030500,134809816,2012.csv,2012,0.6135486358176558,0.3864513641823441
281,The Maze Runner,348319861,102427862,245891999,2014.csv,2014,0.2940626517992323,0.7059373482007677
282,The Smurfs 2,347545360,71017784,276527576,2013.csv,2013,0.2043410506185437,0.7956589493814563
283,National Treasure,347512318,173008894,174503424,2004.csv,2004,0.4978496733459675,0.5021503266540325
284,Rush Hour 2,347325802,226164286,121161516,2001.csv,2001,0.6511588966258257,0.3488411033741743
285,Trolls,346864462,153707064,193157398,2016.csv,2016,0.44313292608223437,0.5568670739177656
286,xXx: Return of Xander Cage,346118277,44898413,301219864,2017.csv,2017,0.12971985585147242,0.8702801441485276
287,How the Grinch Stole Christmas,345141403,260044825,85096578,2000.csv,2000,0.7534443064195344,0.24655569358046564
288,Star Trek Beyond,343471816,158848340,184623476,2016.csv,2016,0.462478528369268,0.537521471630732
289,A Quiet Place,340939361,188024361,152915000,2018.csv,2018,0.5514891576276522,0.44851084237234784
290,300: Rise of an Empire,337580051,106580051,231000000,2014.csv,2014,0.31571785916935,0.68428214083065
291,Journey 2: The Mysterious Island,335260290,103860290,231400000,2012.csv,2012,0.30979001420060814,0.6902099857993919
292,The Great Wall,334933831,45540830,289393001,2016.csv,2016,0.13596963276008986,0.8640303672399101
293,Now You See Me 2,334897606,65075540,269822066,2016.csv,2016,0.19431473630778956,0.8056852636922105
294,Never Say Die,334530869,0,334530869,2017.csv,2017,0.0,1.0
295,Fantastic Four,333535934,154696080,178839854,2005.csv,2005,0.46380633758040596,0.5361936624195941
296,The Good Dinosaur,332207671,123087120,209120551,2015.csv,2015,0.3705125761530052,0.6294874238469947
297,Free Guy,331526598,121626598,209900000,2021.csv,2021,0.36686829573776764,0.6331317042622324
298,22 Jump Street,331333876,191719337,139614539,2014.csv,2014,0.5786288420445123,0.4213711579554878
299,Meet the Parents,330444045,166244045,164200000,2000.csv,2000,0.5030928761327806,0.49690712386721936
300,The Perfect Storm,328718434,182618434,146100000,2000.csv,2000,0.5555466779815579,0.44445332201844207
301,John Wick: Chapter 3 - Parabellum,327777335,171015687,156761648,2019.csv,2019,0.5217434786941568,0.4782565213058432
302,Crazy Alien,327598891,0,327598891,2019.csv,2019,0.0,1.0
303,Taken 3,326479141,89256424,237222717,2015.csv,2015,0.27339089329446625,0.7266091067055338
304,The SpongeBob Movie: Sponge Out of Water,325186032,162994032,162192000,2015.csv,2015,0.5012331894993571,0.4987668105006429
305,Green Book,321752656,85080171,236672485,2018.csv,2018,0.26442725308847176,0.7355727469115282
306,The Conjuring 2,320392818,102470008,217922810,2016.csv,2016,0.31982617038562955,0.6801738296143705
307,Sonic the Hedgehog,319715683,148974665,170741018,2020.csv,2020,0.46595982906475064,0.5340401709352494
308,The Conjuring,319494638,137400141,182094497,2013.csv,2013,0.4300546070510266,0.5699453929489734
309,The Expendables 2,314975955,85028192,229947763,2012.csv,2012,0.26995137454222495,0.730048625457775
310,Chicken Little,314432837,135386665,179046172,2005.csv,2005,0.4305741928601433,0.5694258071398567
311,A Beautiful Mind,313542341,170742341,142800000,2001.csv,2001,0.5445591190505272,0.45544088094947277
312,Knives Out,312897920,165363234,147534686,2019.csv,2019,0.5284893999934548,0.47151060000654527
313,Maze Runner: The Scorch Trials,312296056,81697192,230598864,2015.csv,2015,0.2616017411375826,0.7383982588624174
314,Resident Evil: The Final Chapter,312242626,26830068,285412558,2016.csv,2016,0.085926986791355,0.914073013208645
315,The Lego Batman Movie,311950384,175750384,136200000,2017.csv,2017,0.5633921066114155,0.4366078933885845
316,The Ex-File 3: The Return of The Exes,307592427,838959,306753468,2017.csv,2017,0.002727502130603495,0.9972724978693965
317,The Fault in Our Stars,307166834,124872350,182294484,2014.csv,2014,0.40652940414784494,0.593470595852155
318,Rise of the Guardians,306941670,103412758,203528912,2012.csv,2012,0.33691338813657984,0.6630866118634202
319,Chicago,306776732,170687518,136089214,2002.csv,2002,0.556390039385386,0.443609960614614
320,Annabelle: Creation,306515884,102092201,204423683,2017.csv,2017,0.33307311734617967,0.6669268826538203
321,Wonder,305937718,132422809,173514909,2017.csv,2017,0.43284237676114196,0.5671576232388581
322,Skyscraper,304868961,68420120,236448841,2018.csv,2018,0.22442468323300382,0.7755753167669962
323,A Good Day to Die Hard,304654182,67349198,237304984,2013.csv,2013,0.22106769569964413,0.7789323043003559
324,Dangal,303723636,12391761,291331875,2016.csv,2016,0.04079946217949267,0.9592005378205073
325,Passengers,303144152,100014699,203129453,2016.csv,2016,0.3299245535173642,0.6700754464826357
326,Battleship,303025485,65422625,237602860,2012.csv,2012,0.21589809517176417,0.7841019048282358
327,Wrath of the Titans,301970083,83670083,218300000,2012.csv,2012,0.27708070338875257,0.7229192966112474
328,Van Helsing,300157638,120177084,179980554,2004.csv,2004,0.4003798963796483,0.5996201036203517
329,Alice Through the Looking Glass,299457024,77041381,222415643,2016.csv,2016,0.257270241889534,0.7427297581104659
330,Ocean's Eight,297718711,140218711,157500000,2018.csv,2018,0.47097715333048046,0.5290228466695195
331,A Quiet Place Part II,297372261,160072261,137300000,2021.csv,2021,0.5382891479578857,0.4617108520421143
332,The Divergent Series: Insurgent,297002527,130179072,166823455,2015.csv,2015,0.4383096444159211,0.5616903555840789
333,Austin Powers in Goldmember,296938801,213307889,83630912,2002.csv,2002,0.7183564030084435,0.2816435969915565
334,Miss Peregrine's Home for Peculiar Children,296482446,87242834,209239612,2016.csv,2016,0.29425969455203427,0.7057403054479657
335,X-Men,296339528,157299718,139039810,2000.csv,2000,0.5308090994867212,0.46919090051327883
336,Ferdinand,296069199,84410380,211658819,2017.csv,2017,0.28510355107894897,0.7148964489210511
337,What Lies Beneath,291420351,155464351,135956000,2000.csv,2000,0.533471154181679,0.46652884581832105
338,Pacific Rim: Uprising,290930148,59874525,231055623,2018.csv,2018,0.20580378283793402,0.794196217162066
339,The Bourne Supremacy,290633422,176241941,114391481,2004.csv,2004,0.6064063100079384,0.39359368999206157
340,Divergent,288885818,150947895,137937923,2014.csv,2014,0.5225174985917792,0.47748250140822074
341,Wedding Crashers,288467645,209255921,79211724,2005.csv,2005,0.7254051697894923,0.2745948302105077
342,Maze Runner: The Death Cure,288175335,58032443,230142892,2018.csv,2018,0.2013789382772818,0.7986210617227182
343,American Pie 2,287553595,145103595,142450000,2001.csv,2001,0.5046140876798985,0.4953859123201016
344,Pitch Perfect 2,287144079,184296230,102847849,2015.csv,2015,0.6418249355578737,0.35817506444212627
345,Oblivion,286168572,89107235,197061337,2013.csv,2013,0.3113802273158074,0.6886197726841926
346,Elysium,286140700,93050117,193090583,2013.csv,2013,0.3251900795657521,0.6748099204342479
347,Elvis,286040048,151040048,135000000,2022.csv,2022,0.5280381158375418,0.47196188416245827
348,The Polar Express,286000505,162775358,123225147,2004.csv,2004,0.5691436034352457,0.43085639656475433
349,John Carter,284139100,73078100,211061000,2012.csv,2012,0.2571912841280908,0.7428087158719092
350,Turbo,282570682,83028128,199542554,2013.csv,2013,0.29383136074959115,0.7061686392504088
351,Paddington,282370135,76271832,206098303,2014.csv,2014,0.2701129565277858,0.7298870434722142
352,Bridget Jones's Diary,281929795,71543427,210386368,2001.csv,2001,0.25376327110087815,0.7462367288991218
353,Split,278454358,138291365,140162993,2017.csv,2017,0.4966392553281569,0.5033607446718431
354,Scary Movie,278019771,157019771,121000000,2000.csv,2000,0.5647791537818366,0.43522084621816337
355,xXx,277448382,142109382,135339000,2002.csv,2002,0.5122011560334131,0.4877988439665869
356,The Bourne Legacy,276144750,113203870,162940880,2012.csv,2012,0.4099439514964525,0.5900560485035475
357,Mr. Peabody & Sherman,275698039,111506430,164191609,2014.csv,2014,0.4044512989807664,0.5955487010192336
358,Scooby-Doo,275650703,153294164,122356539,2002.csv,2002,0.556117442588202,0.44388255741179805
359,Lincoln,275293450,182207973,93085477,2012.csv,2012,0.6618681737614898,0.33813182623851024
360,Spirited Away,274925095,10055859,264869236,2001.csv,2001,0.03657672283426873,0.9634232771657313
361,Lara Croft: Tomb Raider,274703340,131168070,143535270,2001.csv,2001,0.4774898987394911,0.5225101012605089
362,Tomb Raider,274650803,58250803,216400000,2018.csv,2018,0.21209041577060309,0.7879095842293969
363,Cloudy with a Chance of Meatballs 2,274325949,119793567,154532382,2013.csv,2013,0.43668332302023677,0.5633166769797632
364,Bad Boys II,273339556,138608444,134731112,2003.csv,2003,0.5070925190205547,0.4929074809794452
365,Lilo & Stitch,273144151,145794338,127349813,2002.csv,2002,0.5337633534023578,0.46623664659764213
366,Neighbors,270665134,150157400,120507734,2014.csv,2014,0.5547718606416444,0.44522813935835565
367,We're the Millers,269994119,150394119,119600000,2012.csv,2012,0.5570273884373015,0.4429726115626985
368,Epic,268426634,107518682,160907952,2013.csv,2013,0.4005514668861064,0.5994485331138936
369,Exodus: Gods and Kings,268175631,65014513,203161118,2014.csv,2014,0.24243259075243864,0.7575674092475614
370,Something's Gotta Give,265328738,124728738,140600000,2003.csv,2003,0.4700913249736257,0.5299086750263743
371,Bridget Jones: The Edge of Reason,265126918,40226215,224900703,2004.csv,2004,0.15172437149516443,0.8482756285048355
372,Charlie's Angels,264105545,125305545,138800000,2000.csv,2000,0.47445253373987284,0.5255474662601272
373,Robots,262511490,128200012,134311478,2005.csv,2005,0.48835962189693105,0.511640378103069
374,Terminator: Dark Fate,261119292,62253077,198866215,2019.csv,2019,0.23840856998034446,0.7615914300196556
375,The Lone Ranger,260502115,89302115,171200000,2013.csv,2013,0.34280763900899613,0.6571923609910039
376,Mojin: The Lost Legend,259368448,1243810,258124638,2015.csv,2015,0.004795533186827721,0.9952044668131723
377,Blade Runner 2049,259239658,92054159,167185499,2017.csv,2017,0.35509288860425825,0.6449071113957418
378,Charlie's Angels: Full Throttle,259175788,100830111,158345677,2003.csv,2003,0.38904139841951596,0.6109586015804841
379,Parasite,258704857,53369749,205335108,2019.csv,2019,0.20629589107405122,0.7937041089259488
380,Kung Fu Yoga,257743016,362657,257380359,2017.csv,2017,0.0014070487946800467,0.99859295120532
381,Annabelle,257047661,84273813,172773848,2014.csv,2014,0.3278528684997449,0.6721471315002551
382,Encanto,256786742,96093622,160693120,2021.csv,2021,0.37421566725590527,0.6257843327440947
383,The Village,256697520,114197520,142500000,2003.csv,2003,0.44487192552541993,0.55512807447458
384,Lost in Hong Kong,256283912,1302281,254981631,2015.csv,2015,0.005081399725161055,0.9949186002748389
385,Erin Brockovich,256271286,125595205,130676081,2000.csv,2000,0.4900869190627935,0.5099130809372066
386,Us,256022707,175084580,80938127,2019.csv,2019,0.6838634824683734,0.3161365175316266
387,Pegasus,255863112,0,255863112,2019.csv,2019,0.0,1.0
388,Halloween,255485178,159342015,96143163,2018.csv,2018,0.6236839892136522,0.37631601078634785
389,Get Out,255407969,176040665,79367304,2017.csv,2017,0.6892528282858708,0.31074717171412924
390,Baahubali 2: The Conclusion,254158390,20186659,233971731,2017.csv,2017,0.07942550706274147,0.9205744929372586
391,Men in Black: International,253890701,80001807,173888894,2019.csv,2019,0.31510333653377876,0.6848966634662212
392,X-Men: Dark Phoenix,252442974,65845974,186597000,2019.csv,2019,0.26083504308580996,0.73916495691419
393,Dolittle,251410631,77047065,174363566,2020.csv,2020,0.3064590574135268,0.6935409425864733
394,American Hustle,251171807,150117807,101054000,2013.csv,2013,0.5976698133162692,0.4023301866837308
395,Brother Bear,250397798,85336277,165061521,2003.csv,2003,0.34080282527085165,0.6591971747291484
396,The Bad Guys,250162278,97233630,152928648,2022.csv,2022,0.38868222170570416,0.6113177782942958
397,The Ring,249348933,129128133,120220800,2002.csv,2002,0.5178611813029094,0.48213881869709063
398,Unbreakable,248118121,95011339,153106782,2000.csv,2000,0.3829278515292319,0.6170721484707681
399,Journey to the West: The Demons Strike Back,247585244,880346,246704898,2017.csv,2017,0.0035557288704976295,0.9964442711295024
400,Glass,246999039,111048468,135950571,2019.csv,2019,0.44959068848846817,0.5504093115115318
401,Grown Ups 2,246984278,133668525,113315753,2013.csv,2013,0.5412025659382255,0.4587974340617746
402,The Peanuts Movie,246233113,130178411,116054702,2015.csv,2015,0.5286795484732388,0.47132045152676116
403,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,82051601,163572247,2016.csv,2016,0.3340538863311025,0.6659461136688974
404,Dark Shadows,245527149,79727149,165800000,2012.csv,2012,0.3247182616045446,0.6752817383954554
405,Hulk,245285165,132177234,113107931,2003.csv,2003,0.5388717006183394,0.4611282993816605
406,The Bravest,245179562,290217,244889345,2019.csv,2019,0.0011836916488169597,0.9988163083511831
407,Love Actually,244931766,59696144,185235622,2003.csv,2003,0.24372560968674026,0.7562743903132597
408,Pixels,244874809,78747585,166127224,2015.csv,2015,0.3215830379677805,0.6784169620322195
409,Hercules,244819862,72688614,172131248,2014.csv,2014,0.29690652304999665,0.7030934769500033
410,After Earth,243611982,60522097,183089885,2013.csv,2013,0.24843645416422908,0.7515635458357709
411,8 Mile,242875078,116750901,126124177,2002.csv,2002,0.48070350388111865,0.5192964961188813
412,Daddy's Home,242786137,150357137,92429000,2015.csv,2015,0.6192986916711806,0.38070130832881943
413,RoboCop,242688965,58607007,184081958,2014.csv,2014,0.24149020125410317,0.7585097987458969
414,Alien: Covenant,240891763,74262031,166629732,2017.csv,2017,0.3082796608533269,0.6917203391466731
415,Sully,240797623,125070033,115727590,2016.csv,2016,0.5193989518742052,0.48060104812579485
416,Assassin's Creed,240697856,54647948,186049908,2016.csv,2016,0.2270396126835463,0.7729603873164537
417,Legend of Deification,240646355,214670,240431685,2020.csv,2020,0.0008920558967120029,0.999107944103288
418,Resident Evil: Retribution,240159255,42345531,197813724,2012.csv,2012,0.17632271136084263,0.8236772886391573
419,Bullet Train,239268602,103368602,135900000,2022.csv,2022,0.43201908288827634,0.5679809171117237
420,Planes,239258712,90288712,148970000,2013.csv,2013,0.37736854489127236,0.6226314551087276
421,Crazy Rich Asians,238532921,174532921,64000000,2018.csv,2018,0.7316932198218459,0.2683067801781541
422,Gone in 60 Seconds,237202299,101648571,135553728,2000.csv,2000,0.4285311374659147,0.5714688625340854
423,Silver Linings Playbook,236412453,132092958,104319495,2012.csv,2012,0.5587394247797937,0.44126057522020634
424,2 Fast 2 Furious,236350661,127154901,109195760,2003.csv,2003,0.5379925762086191,0.4620074237913809
425,Hidden Figures,235956898,169607287,66349611,2016.csv,2016,0.7188062245164792,0.2811937754835207
426,A.I. Artificial Intelligence,235926552,78616689,157309863,2001.csv,2001,0.33322527004082186,0.6667747299591782
427,Spy,235666219,110825712,124840507,2015.csv,2015,0.47026558354551445,0.5297344164544856
428,Howl's Moving Castle,235347345,4711096,230636249,2004.csv,2004,0.020017629686878344,0.9799823703131216
429,American Reunion,234989584,57011521,177978063,2012.csv,2012,0.24261297045404362,0.7573870295459564
430,Alvin and the Chipmunks: The Road Chip,234798636,85886987,148911649,2015.csv,2015,0.3657899741802589,0.6342100258197412
431,The Imitation Game,233555708,91125683,142430025,2014.csv,2014,0.39016679909188945,0.6098332009081106
432,Cruella,233503234,86103234,147400000,2021.csv,2021,0.3687453596467105,0.6312546403532895
